user_id,activity_date,daily_steps,distance,calories
1503960366,3/25/2016,11004,7.1100001335144,1819
1503960366,3/26/2016,17609,11.5500001907349,2154
1503960366,3/27/2016,12736,8.52999973297119,1944
1503960366,3/28/2016,13231,8.93000030517578,1932
1503960366,3/29/2016,12041,7.84999990463257,1886
1503960366,3/30/2016,10970,7.15999984741211,1820
1503960366,3/31/2016,12256,7.8600001335144,1889
1503960366,4/1/2016,12262,7.86999988555908,1868
1503960366,4/2/2016,11248,7.25,1843
1503960366,4/3/2016,10016,6.36999988555908,1850
1503960366,4/4/2016,14557,9.80000019073486,2030
1503960366,4/5/2016,14844,9.72999954223633,2083
1503960366,4/6/2016,11974,7.67000007629395,1861
1503960366,4/7/2016,10198,6.44000005722046,1755
1503960366,4/8/2016,12521,7.94000005722046,1895
1503960366,4/9/2016,12432,8.10000038146973,1883
1503960366,4/10/2016,10057,6.98000001907349,1755
1503960366,4/11/2016,10990,7.26000022888184,1811
1503960366,4/12/2016,224,0.140000000596046,50
1624580081,3/25/2016,1810,1.17999994754791,1373
1624580081,3/26/2016,815,0.529999971389771,1264
1624580081,3/27/2016,1985,1.28999996185303,1350
1624580081,3/28/2016,1905,1.24000000953674,1342
1624580081,3/29/2016,1552,1.00999999046326,1300
1624580081,3/30/2016,1675,1.0900000333786,1313
1624580081,3/31/2016,4506,2.9300000667572,1498
1624580081,4/1/2016,9218,5.98999977111816,1541
1624580081,4/2/2016,1556,1.00999999046326,1327
1624580081,4/3/2016,2910,1.88999998569489,1452
1624580081,4/4/2016,18464,12,1574
1624580081,4/5/2016,1335,0.870000004768372,1308
1624580081,4/6/2016,1004,0.649999976158142,1276
1624580081,4/7/2016,1111,0.720000028610229,1278
1624580081,4/8/2016,6344,4.11999988555908,1409
1624580081,4/9/2016,3572,2.3199999332428,1370
1624580081,4/10/2016,3910,2.53999996185303,1555
1624580081,4/11/2016,10000,6.5,1469
1624580081,4/12/2016,6627,4.30999994277954,706
1644430081,4/1/2016,4636,3.41000008583069,3323
1644430081,4/2/2016,20237,14.710000038147,4029
1644430081,4/3/2016,12912,9.40999984741211,3436
1644430081,4/4/2016,2819,2.04999995231628,2444
1644430081,4/5/2016,9921,7.21000003814697,3098
1644430081,4/6/2016,8046,5.84999990463257,2925
1644430081,4/7/2016,11166,8.11999988555908,3202
1644430081,4/8/2016,7842,5.69999980926514,2928
1644430081,4/9/2016,13840,10.0600004196167,3290
1644430081,4/10/2016,1329,0.970000028610229,489
1844505072,4/1/2016,6847,4.53000020980835,1969
1844505072,4/2/2016,5367,3.54999995231628,1889
1844505072,4/3/2016,2841,1.87999999523163,1636
1844505072,4/4/2016,0,0,1347
1844505072,4/5/2016,0,0,1347
1844505072,4/6/2016,7,0,1349
1844505072,4/7/2016,6344,4.19000005722046,1965
1844505072,4/8/2016,5316,3.50999999046326,1824
1844505072,4/9/2016,4979,3.28999996185303,1807
1844505072,4/10/2016,6556,4.34000015258789,1971
1844505072,4/11/2016,5430,3.58999991416931,1888
1844505072,4/12/2016,0,0,399
1927972279,4/1/2016,4317,2.99000000953674,2590
1927972279,4/2/2016,5662,3.92000007629395,2783
1927972279,4/3/2016,3198,2.21000003814697,2449
1927972279,4/4/2016,2352,1.62999999523163,2380
1927972279,4/5/2016,2234,1.54999995231628,2344
1927972279,4/6/2016,1259,0.870000004768372,2202
1927972279,4/7/2016,768,0.529999971389771,2130
1927972279,4/8/2016,519,0.360000014305115,2088
1927972279,4/9/2016,2523,1.75,2443
1927972279,4/10/2016,2105,1.46000003814697,2442
1927972279,4/11/2016,1209,0.839999973773956,2255
1927972279,4/12/2016,24,0.0199999995529652,942
2022484408,4/1/2016,13603,9.60000038146973,2645
2022484408,4/2/2016,5477,3.83999991416931,2040
2022484408,4/3/2016,11144,7.82000017166138,2395
2022484408,4/4/2016,15313,11,2581
2022484408,4/5/2016,10805,7.59000015258789,2735
2022484408,4/6/2016,15392,10.9300003051758,2733
2022484408,4/7/2016,18247,13.8299999237061,3021
2022484408,4/8/2016,13023,9.26000022888184,2577
2022484408,4/9/2016,16267,12.5900001525879,2811
2022484408,4/10/2016,10005,7.01999998092651,2458
2022484408,4/11/2016,10106,7.09000015258789,2568
2022484408,4/12/2016,6717,4.71999979019165,1140
2026352035,4/1/2016,2605,1.62000000476837,1407
2026352035,4/2/2016,1229,0.759999990463257,1237
2026352035,4/3/2016,2308,1.42999994754791,1330
2026352035,4/4/2016,6679,4.1399998664856,1583
2026352035,4/5/2016,5645,3.5,1538
2026352035,4/6/2016,3180,1.97000002861023,1421
2026352035,4/7/2016,2767,1.72000002861023,1392
2026352035,4/8/2016,3762,2.32999992370605,1425
2026352035,4/9/2016,3098,1.91999995708466,1413
2026352035,4/10/2016,5142,3.19000005722046,1515
2026352035,4/11/2016,3279,2.02999997138977,1405
2026352035,4/12/2016,1019,0.629999995231628,600
2320127002,4/1/2016,0,0,1324
2320127002,4/2/2016,0,0,1324
2320127002,4/3/2016,0,0,1324
2320127002,4/4/2016,0,0,1324
2320127002,4/5/2016,4931,3.3199999332428,1708
2320127002,4/6/2016,6999,4.71999979019165,1950
2320127002,4/7/2016,1846,1.24000000953674,1508
2320127002,4/8/2016,3417,2.29999995231628,1625
2320127002,4/9/2016,4863,3.27999997138977,1772
2320127002,4/10/2016,2277,1.52999997138977,1530
2320127002,4/11/2016,11230,7.67000007629395,2206
2320127002,4/12/2016,2098,1.4099999666214,790
2347167796,3/29/2016,10272,6.78999996185303,2041
2347167796,3/30/2016,10533,7.09999990463257,2187
2347167796,3/31/2016,6760,4.46999979019165,1929
2347167796,4/1/2016,8328,5.51000022888184,1935
2347167796,4/2/2016,15459,10.2200002670288,2438
2347167796,4/3/2016,7485,4.94999980926514,2035
2347167796,4/4/2016,10254,6.80000019073486,2099
2347167796,4/5/2016,10114,6.82000017166138,2096
2347167796,4/6/2016,11107,7.34000015258789,2058
2347167796,4/7/2016,10320,6.84999990463257,2338
2347167796,4/8/2016,10209,6.75,2104
2347167796,4/9/2016,16081,10.6300001144409,2488
2347167796,4/10/2016,10078,6.82999992370605,2164
2347167796,4/11/2016,10001,6.6100001335144,2009
2347167796,4/12/2016,0,0,399
2873212765,4/1/2016,890,0.600000023841858,1335
2873212765,4/2/2016,2214,1.49000000953674,1559
2873212765,4/3/2016,7640,5.13000011444092,1845
2873212765,4/4/2016,9713,6.53000020980835,2046
2873212765,4/5/2016,8432,5.67000007629395,1953
2873212765,4/6/2016,7350,4.94000005722046,1910
2873212765,4/7/2016,9353,6.30999994277954,2035
2873212765,4/8/2016,7157,4.80999994277954,1944
2873212765,4/9/2016,14103,9.5600004196167,2257
2873212765,4/10/2016,5290,3.54999995231628,1724
2873212765,4/11/2016,7497,5.03999996185303,1741
2873212765,4/12/2016,0,0,0
